business,content
0,"Caves, beekeepers and stone villages are among the surprising discoveries of a driving trip from the capital through Hebei province, Erik Nilsson discovers. There were two donkeys outside the restaurant. One was printed on a sign above the street where the other - a real donkey - was being slaughtered. Talk about fresh food. And the meat was, indeed, delicious. So, too, was the wild white-flower cliff honey we bought from vendors along the roadside on our road trip from Beijing through Hebei province. I'd never seen solid honey before. The crystals looked like yellow rock sugar and tasted like marshmallows but with a hint of floral fragrance. Beekeepers were also selling liquid varieties harvested from hives in crates along the roadside. Our friend got stung when a bee got stuck in his hair during his purchase. We bought the hunks of honey at Cuandixia village, a Ming Dynasty (1368-1644) stone settlement that tumbles down a crag in suburban Beijing. The ancient trade and military post is also known for an abundance of murals printed with Maoist slogans. Villagers visit the settlement's Grand Temple to pray for piety, the Niangniang Temple to pray for pregnancy and the Dragon King Temple to pray for rain and worship the god of heaven.,We later headed to rural Baoding, Hebei province, to spelunk through the 1.8-kilometer-long Yugudong, or Fish Bone Cave. The karst cavern bored into the juncture of the Taihang and Yanshan mountain ranges in Laishui county hosts incredible formations sired throughout the eons following the Cambrian period. The cave contains ""moon milk"" pools, ""rock waterfalls"", ""stone curtains"", ""rock flowers"" and ""goose tubes"" in addition to stalactites that dribble from the ceiling and stalagmites that jut from the ground. These formations crowd chambers with such names as A Superb Collection of Beautiful Things Hall, Dragon's Den and Five Sons Offering Birthday Felicitations. We exited the cave halfway up the mountain and shot down the steep slope on toboggans. ""I wanted to scream but was too scared,"" my daughter told me at the bottom. She wanted to do it again. We instead boarded a speedboat on the lake at the foot of the peak. The vessel tilted and sprayed rooster tails of water as we did doughnuts around an islet. We'd tried to visit Yishui Lake along the way but had to leave because the place was packed to capacity and had stopped selling tickets. So, we instead explored a wild river along a road through a nearby forest. We enjoyed a picnic and staged an Easter Egg hunt for our kids. Our son caught tadpoles and bugs, and tossed stones in the water, while we watched waterfowl torpedo beneath the ripples and re-emerge clutching fish in their beaks. Singing birds and chirping frogs were accompanied by the sounds of leaves applauding in the breeze.,No tickets. No parking. No crowds. We agreed we likely enjoyed the isolated waterway more than we would have appreciated the built-up tourist destination. We similarly weren't able to visit the Grassland on the Air - so named because of its high elevation - near Hebei's border with Shanxi province. Authorities had declared a high fire risk due to dry weather and set up road blocks to keep outsiders from entering the site. So, we found a wild patch of prairie just outside the tourism attraction, where our children played with grazing piglets that trotted along the desolate landscape. Again, we perhaps had just as much fun as we would have if we'd paid for admission to the adjacent attraction. We later stopped at a quarry for another picnic. The kids scuttled over a large sand pile and watched the diggers, dump trucks and sifters reconfigure the terrain. Throughout our trip, we ate and slept in farmers' houses and stopped along such spots as small mountaintop temples. At one remote shrine, I was marveling that nobody had stolen the offerings, including cash, left for statues of deities when my 3-year-old tried to eat some of the pears. ""No, Sagan! That food belongs to the gods,"" I told him. We bought him fruit meant for mortals afterward. At one point, we decided to drive over 60 kilometers along a single-lane road connecting several villages in the forests - for no reason, other than to do it. It truly was a case in which the adventures were more about the journey than the destination, considering we didn't even know where the motorway led. Indeed, the trip showed us that Hebei has many lesser-known locations worth exploring that are far from the beaten path but still along the open road."
0,"The first EU-China Literary Festival was held in Beijing on Tuesday. By inviting 28 award-winning authors from the European Union and China, the festival sets out to promote cultural exchanges between the two sides and give insights into the lives, works, and unique character of their literary traditions. As an integral part of the two-year-long Experience Europe initiative, a series of literary events will be held in Beijing and Chengdu, capital of Southwest Chuina's Sichuan province. Topics, such as literary ways and means, the writers' lives, diversity of writing forms and literary media in the digital age will be discussed among writers and between writers and book readers. The event provides Chinese audiences with a valuable opportunity to witness how diversity plays into story formation and how the interplay of two cultures produces even more richness and complexity in these authors' works. ""The eight prominent European authors selected to represent their countries at this historic event hail from Austria, Belgium, Croatia, Greece, Italy, Lithuania, Luxembourg, and Slovakia, and we are proud to be joined by some wonderful writers from all across China. In both Beijing and Chengdu, the festival will involve a series of literary events and discussions where authors can exchange ideas, engage with readers and audiences, and celebrate the diversity of European and Chinese culture,"" EU Ambassador to China Hans Dietmar Schweisgut said.   ""Over the coming 18 months, the second and third EU-China Literary Festival will be arranged with a view to welcoming authors from all the EU member states to China, and to connecting with Chinese authors and audiences in different regions of the country,"" the ambassador added. Lu Min, winner of prestigious awards, including the Zhuang Zhongwen Literary Award and the People's Literary Award, and one of the Chinese authors participating in the festival's activities, shared her thoughts. ""Writing to me, it requires more than solitude, yet writers need to blend and to be stirred. I am very much looking forward to meeting the eight authors visiting from Europe, for in the face of a complex and fascinating world we have a common view finder: literature,"" Lu said. Belgian writer and actress Isabelle Wery, who is the winner of the European Union Prize for Literature, said, ""Europe and China have two different literary worlds. If authors can come together to discuss not just how to write books, but how books are going to be written in the future, I am really excited to hear what the Chinese writers have to say."" ""I like travelling in my life. During each journey, I can find new inspirations for my life and my work, and I like to share my experience in the journey with Chinese readers in the coming events,"" Wery added.   Other literary talents at the event included A Yi, a Chinese short story author and winner of People's Literature Short Stories' award for   and Paolo Colagrande, author of  one of the top 10 Italian novels at the Festival du Roman of Cuneo-Chambery. A special highlight is an online contest launched by the European Union Delegation prior to the Festival, where curious readers submitted their questions to the authors. With Lu Min as judge, two winners were selected to attend the launch reception of the 2017 Literary Festival and to chat with their favorite authors in person."
1,"Of China's 31 provinces, municipalities and autonomous regions, 10 maintained double-digit growth in consumption last year, 21st Century Business Herald reported. Southwest China's Tibet autonomous region, with a growth rate of 14.2 percent, took the top spot nationwide, followed by East China's Anhui province (11.6 percent).Sichuan province and Yunnan province tied for third place with 11.1 percent. Last year, a total of 13 regions saw their consumption growth below 8 percent. Some developed regions such as Beijing and Tianjin saw growth at 2.7 percent and 1.7 percent respectively, placing them at the bottom two of the chart of 31 provincial-level regions. Meanwhile, Northeast China's Heilongjiang, Jilin and Liaoning provinces, as well as Northwest China's Xinjiang Uygur and Ningxia Hui autonomous regions, also saw slower growth rate of retail sales of consumer goods. However, slower growth doesn't mean consumption was downgrading, the newspaper said. According to the National Bureau of Statistics, last year, total retail sales of consumer goods rose 9 percent from a year ago to 38 trillion yuan ($5.66 trillion). Consumption played an increasingly bigger role in the economy, contributing 76.2 percent of GDP growth, up significantly by 18.6 percentage points from a year ago. Ning Jizhe, head of the National Bureau of Statistics, earlier said that China's consumption structure is upgrading overall as people's income rise. Consumption is expected to contribute to 65 percent of China's economic growth in 2019 and remain the largest contributor, said Wang Bin, deputy director of the Department of Market Operation and Consumption Promotion at the Ministry of Commerce, at a recent meeting. The newspaper said residents in Beijing and Tianjin, with higher income level, have lower demand for durable consumer goods such as food. That reflects consumption structure is changing, as they are spending more money on goods and services other than food. Engel coefficient, a measure of food expenditure as a proportion of total household spending, fell to 28.4 percent last year, down 0.9 percentage point from the previous year. People are becoming more rational when buying, said Yang Xiaoyan, a professor at Guangdong University of Foreign Studies, adding that it shows consumption is maturing rather than downgrading."
0,"Mainland residents who need a passport or a permit for travel to Hong Kong, Macao and Taiwan, will be able to complete the application process at any entry and exit office nationwide starting on Sept 1, the State Immigration Administration said on Tuesday. Currently, individual applicants living somewhere other than the place of residence indicated in their hukou, or residence permit, often found it necessary to return to their hometown to get a passport or travel document, because a person in another province requires proof of address, employment, study and kinship, Qu Yunhai, deputy director of the State Immigration Administration, said during a news conference in Beijing. After the new measures take effect, applicants will not need to travel back and forth to get travel documents, Qu said. People in tour groups traveling to Hong Kong, Macao and Taiwan can also complete travel document applications at all entry and exit offices nationwide, he said, adding that all applications will be completed within seven working days. Around 2.7 million people will benefit from the simplified procedures annually, saving them a total of 3 billion yuan ($439 million). The new requirement will also save 7.8 million travelers to Hong Kong, Macao and Taiwan 9 billion yuan annually, according to the administration. The country adopted a one-visit-only policy in May to streamline travel document applications nationally. Applicants for passports, as well as for permits to travel to and from Hong Kong, Macao and Taiwan, can be completed with one visit to the exit-entry administration office. The administration has simplified procedures to allow applicants to submit photos, fingerprints and application materials, and will conduct face-to-face interviews and take payment all at the same time. Applicants are encouraged to make reservations via the internet to speed up the process. Exit-entry administration offices issued 133 million travel documents during the first half of 2018, up 18.3 percent from a year earlier. The total number of inbound and outbound travelers in China rose by 7.7 percent to 310 million during the same period, according to statistics. Shi Congqiang, who has worked in Beijing for two years, said he welcomes the simplified regulations. Shi, who is from Shandong province, wants to take a vacation to Southeast Asia during the National Day holiday. ""With the new measures, I can get a passport in Beijing and do not have to return to my hometown,"" he said. ""It will save me two days and around 1,000 yuan in travel expenses."""
0,"Volunteer service in Beijing was worth an estimated 11.7 billion yuan ($1.76 billion) in 2015, representing 0.51 percent of the capital's GDP, a report by Beijing Normal University has found. About 4 million people are registered as volunteers in Beijing, each working an average of 84.3 hours a year, according to the Value of Volunteer Service 2017 report released on Friday. The university conducted an online poll of volunteers in six cities, including Beijing, Guiyang and Xiamen, and an offline poll in Beijing and Chengdu between July and September. Some 2,296 volunteers were surveyed in Beijing alone. The report showed only 18 percent of registered volunteers are active, meaning they have provided volunteer services in the past year, suggesting more measures are needed to encourage volunteering. ""China has seen rapid growth in volunteer service due to support from governments, social organizations and private companies, and it could make a significant contribution to China's pursuit of sustainable development,"" said Guan Chenghua, a professor at the university. He added that it is important to evaluate volunteering in China and share experiences with foreign partners. The report was released at a panel discussion held by the United Nations Volunteers' headquarters and China office in cooperation with the China International Center for Economic and Technical Exchanges, Beijing Normal University and the Beijing Volunteer Service Federation. It was announced that a volunteer alliance had been launched for the Belt and Road Initiative, and a group had been formed to unite organizations to present data and evidence about China at a global technical meeting on volunteering in 2020. ""I hope we can work together beyond this event to strengthen cooperation and share responsibilities,"" said Manon Bernier, the UN Volunteers manager for the Asia-Pacific region. ""In doing so, I hope we can consider how UNV can help volunteer partners in this process to facilitate the implementation of the Belt and Road Initiative and the UN sustainable development goals."""
0,"The latest exhibition featuring ceramics from China's porcelain capital, Jingdezhen, has been unveiled at the Chinese People's Political Consultative Conference (CPPCC) Culture and History Museum in Beijing on Monday. The exhibit, titled features 364 ancient ceramics pieces, 316 pieces and sets of ancient ceramic replicas, and modern household porcelains, art ceramics and high-tech ceramics.  The exhibition, split into five different categories, consists of one part showcasing ancient porcelain specimens, which span from the Eastern Han Dynasty (AD 25-220) to modern times. This part of the exhibit also displays the largest amount of porcelain specimens so far in China. Several academic lectures and art exchange activities will also be scheduled throughout the exhibition, which will run until the end of August.  Wang Guangyao, a researcher from the Beijing Palace Museum, deliveredthe firstlecturetitled ""Porcelains used the royal court along the history"" on the opening day. Several influential ceramic artisans, with excellent craftsmanship from Jingdezhen, were also invited to the opening ceremony of the exhibit. Theartisans were able to showcase their techniques and work at the event, which enabled visitors to discover more about Jingdezhen ceramic making.,  Liu Xiaofeng, deputy head of the CPPCC, Huang Zhixian and Liu Jiaqiang, two deputy secretary generals of the CPPCC, and experts in culture and history fields attended the opening ceremony. Wu Juan, secretary general of the Jingdezhen municipal Party committee, said the fine-selected porcelains at the exhibition were a record ofJingdezhen's past and present achievements, which he thought has become a full display of Jingdezhen's ceramic culture in Beijing.  ""Jingdezhen is actively involved in the Belt and Road Initiative, and strives to present splendid Chinese culture, while delivering China's voice in the communication with the world,"" he said. Jingdezhen, a city in South China's Jiangxi province, is widely known as China's ""porcelain capital"". The city has more than 1,700 years of history in porcelain-making, and used to produce porcelain for the royal court in ancient times. The unique clay resources in Jingdezhen, along with its time-honored craftsmanship, have made it a preferred resort for porcelain lovers and tourists alike."
1,"High-speed rail passengers who were forced to stand for up to three hours after a malfunction affected services in northern China over the National Day holiday have received an apology from the rail operator, but no refund. Second-class ticket holders had to crowd the aisles and corridors on two services from Handan to Qinhuangdao, in Hebei province, and one from Handan to Tianjin last week due to the number of cars being halved. Rail operator China Railway Beijing Group, which covers the region including Beijing, Tianjin and Hebei, said in a statement on Sina Weibo on Saturday that the situation was caused by malfunctions in two engines on Thursday, which meant the number of cars had to be cut from 16 to eight on three services. The information was broadcast to passengers ahead of time at the stations, allowing them to reschedule, according to the statement. However, angry passengers who took the affected services have used social media to complain about not being offered refunds. A man surnamed Liu told China Central Television he traveled on the G6288 Handan-Tianjin service on Friday. He boarded at Shijiazhuang, the capital of Hebei, and his ticket was for car 13, but when the train arrived at the station it had only the first eight cars. ""The train crew said … that we needed to hurry since the train was about to leave. We had to make it back to Tianjin, so we got on the train,"" he said. ""The carriages were crowded with passengers from the back eight cars, including the elderly, children and pregnant women. They had no seats and had to find their own way,"" he said, adding that the journey lasted about two hours. ""There was no explanation given to us during the whole ride, or after we got off in Tianjin."" Liu told CCTV that only first-class and business-class passengers were offered refunds, as the price for a second-class seat is the same as for a standing ticket. A passenger on the G6284 Handan-Qinhuangdao service on Thursday wrote on Sina Weibo about a similar experience. The woman, using the name Sageram, said she also boarded in Shijiazhuang and had to stand for several hours because her ticket had been for car 14. Zhao Sanping, director of Beijing Guangheng Law Firm, said more consideration is needed in meeting the demand for high-speed rail services. ""A ticket is a contract with the railway department… but such situations are sometimes unavoidable,"" he said. ""The railway department should send notice in advance and later make explanations to passengers."""
0,"The hospitality and charm of Chinese culture will be the core value communicated in China's eight-minute closing ceremony performance at the 2018 Pyeongchang Winter Olympics in South Korea, said director Zhang Yimou.  Zhang, who wowed the world with his opening and closing ceremonies for the Beijing Olympics in 2008, has been appointed to direct China's contribution to the pageantry next year.  ""We will show the world the passion of Chinese people and offer the greatest welcome to all the guests,"" Zhang said.  Beijing has been named host city for the 2022 Winter Olympics, beating Kazakhstan's Almaty in a two-horse race and becoming the first city to host both the summer and winter events.  At the closing ceremony in 2018, China will take possession of the Olympic flag, as Beijing and neighboring Zhangjiakou in Hebei province will co-host the 2022 Games. The host city generally presents a preview of the next Games to be held four years later.  Apart from completing the flag-taking ceremony, Zhang said the performance will convey two messages: ""Welcome to Zhangjiakou"" and ""See you in 2022 in Beijing"".  ""We will stick to Chinese culture, with a combination of different cultural elements,"" Zhang said. ""Culture is always the toughest part.""  A netizen named Yansuochonglou complimented the video interview with Zhang, saying: ""Zhang impressed the world at the 2008 Beijing Olympics. We are looking forward to the amazement he will bring to Pyeongchang.""  Sha Xiaolan, the stage design team leader, said the 2022 Winter Olympics will provide a good opportunity for foreigners to experience Chinese Lunar New Year and people's passion for family gatherings.  ""To show the world what they've never seen or heard before will be our top mission during the eight-minute performance,"" Sha said.  Directed by Zhang, a TV reality show featuring winter sports in China - The King of Kanone - premiered earlier this year, and is expected to boost the popularity of such sports in the country.  In 2015, the Beijing municipal government issued a plan to accelerate the development of winter sports from 2016 to 2022 - the first in China to be made by a local government.  Under the plan, Beijing will build 16 public indoor and 50 outdoor skating rinks, and 30 small ski areas by 2022. It will also improve 22 existing ski resorts.  Beijing has also set a city goal of 40 billion yuan ($5.8 billion) in revenue for the winter sports industry by 2022."
0,"The 13 cities monitored in the area reported ""good"" air quality on 52.6 percent of days during the January-September period, down 8.7 percentage points from the ratio in the same period last year, according to Liu Zhiquan, head of environmental monitoring at the Ministry of Environmental Protection The density of PM2.5 in those cities went up 10.3 percent percent from a year ago, and the density of PM10 climbed 10.7 percent. In September, Beijing had ""good"" air quality on 53.3 percent of the days, down 13.4 percentage points from the share in the same period last year. Density of PM10 surged by a staggering 53.8 percent in the capital. Nationwide, the 338 cities monitored by the MEP reported good or excellent air quality on 79.4 percent of the days in the first three quarters, slight down from the same period last year. Air quality usually worsens in winter in northern China where cold weather conditions and the burning of coal for heating combine to exacerbate the situation. To improve air quality in the season, the MEP has started rounds of on-site environmental inspections in cities around the Beijing-Tianjin-Hebei area."
0,"Many visitors to Beijing enjoy staying in traditional hutong (alleyways). The neighborhoods, with narrow stairs, open courtyards and swooping eves hark to olden days at a time when the skyline increasingly sparkles with high rises. This has inspired some residents like globetrotting documentary director Gu Yue to put his house on the globally popular short-stay homerental platform, Airbnb. ""Encountering different people is the best part of traveling,"" the 39-year-old Beijing native says. ""I can communicate with them and learn about their cultures. Being an Airbnb host enables me to have such experiences."" Gu moved to the United States at age 10 and returned 16 years later. He resigned from GE Capital at age 24 and spent two years backpacking through 18 countries. Four years later, he hitch-hiked from Beijing across 13 countries with 88 drivers to meet his girlfriend in Berlin. ""Although I'm often traveling, I'm proud of Beijing's history and culture,"" he says. ""I want to promote these among visitors."" He recently renovated his rented courtyard home in the city's historical Gulou area, near the ancient Drum and Bell Towers. The floors and water are heated. The residence has a kitchen and three bedrooms, each with a bathroom. A skylight and French windows provide good lighting and views of his courtyard, in which a tree towers and grape vines slither up a trellis. The interior is decorated with travel books and items from around the world, ranging from small African ornaments to a skirt from an ethnic group in Pakistan. He rents out one bedroom when he's gone. His expat roommates and friends help guests, and he chats with visitors online if they like. Gu joined Global Host Q&A, in which Airbnb CEO Brian Chesky answered questions from hosts, earlier this month. He's the first Chinese Airbnb host to attend the event, he says.,""I've got a lot to worry about as a new Airbnb host. But I'm willing to learn,"" he says. ""For example, can they find the place? Are they enjoying their stay?"" He's happy to share local travel tips with visitors. ""First-time visitors' agendas are topped by scenic spots and historical sites. I recommend they stroll along the hutong to encounter locals,"" he says. ""Observation is the secret to making your trip less formulaic. A hutong provides a different lifestyle than a downtown hotel."" Gu knows the best eateries, ranging from locals' favorites to Western restaurants, hidden in zigzagging hutong. He has stayed in many Airbnb homes during his travels. ""So, I also do my best to ensure guests enjoy what I offer,"" he says. He recently stayed in an elegant century-old palace owned by an eminent family in Fez, Morocco. It was tastefully decorated with colored glass, crystal and handmade mosaic tiles. Airbnb guests' fees are used for its upkeep. ""You can have a spectacular experience there. And it's not expensive,"" he says. ""It's challenging for the family's descendants to maintain such a spacious palace."" He recalls his early years as a traveler. ""It's hard at first. You don't know what will happen. You might get sick or robbed."" But his memories of those journeys are mostly fond. ""I collect travel experiences like some people collect shoes,"" he says. ""Travel shows me the possibilities within myself, such as my connection with the world. The books you've read, the people you've known and the places you've been gradually shape your way of thinking."""
0,"Beijing food critic Dong Keping's book, Xun Wei'er, Dong Keping's Food Notes (Looking for Tastiness), has just been released. Dong, who was an adviser to the popular food-documentary series hit, A Bite of China, says that those in the catering business－both chefs and restaurant managers－should eat out more often or make food trips to broaden their horizons and learn from others. The book, published by Qingdao Publishing House, features his jottings about the food he has tasted at home and abroad in recent years. And it ranges from Cantonese food and spicy Sichuan dishes to a small French restaurant in Paris. The book also delves into the history and culture of Chinese food, and introduces traditional Chinese foods eaten at various times of the year, like the Spring Festival. Dong also focuses on the latest trends in the food industry, like more Chinese restaurants opening up in the central business districts overseas.,A new book by Wang Haiming, the secretary-general of the China Finance 40 Forum, a nongovernmental platform of Chinese think tanks, explores the role of conservative think tanks in US politics. The book, published by China Citic Press, is a useful addition for Chinese scholars interested in the subject. In the book, Wang looks at the formation, development and predicaments of the think tanks, and looks at the Trump administration from a political perspective, making the book a timely read."
0,"BEIJING -- A longer Fuxing bullet train started running on the Beijing-Shanghai line Saturday at noon. The new train, with a designed speed of 350 km per hour, has 17 carriages, one carriage longer than the Fuxing trains currently in use. Measuring 439.9 meters long and with a seating capacity of 1,283 people, the 17-carriage train can be used with existing stations, platforms and other high-speed railway facilities. The Fuxing bullet trains first made its debut in June 2017, and the 16-carriage trains were put into operation in July 2018. Entirely designed and manufactured in China, the Fuxing, or Rejuvenation, trains are more spacious and energy-efficient, with a longer service life and better reliability than previous models."
1,"Judge a man first by his shoes－so goes an old Beijing saying. Outdated it might be, but it shows that in the olden times, people of Beijing valued their shoes a great deal. Cai Wenke, chief shoemaker of Neiliansheng, a time-honored Chinese brand best known for its ""thousand-layered"" shoes made of cotton, thinks many people in Beijing still value their shoes. He is out to fulfil their need for good shoes, having devoted more than a decade already to mastering the fine craft of shoemaking. ""I started as a salesman in Neiliansheng when I was in my early 20s, and I grew fond of the craft. Like, how do you even make the sole? I realized it takes at least 2,000 stitches, sometimes 4,200, to make one,"" said Cai. ""I asked the manager to let me learn the craft, and I have been doing it ever since."" He said the making of a pair of Neiliansheng handmade cloth shoes involves over 100 processes, from drawing, draping to stitching. ""It requires one man to work eight hours for six days to make a pair,"" he said proudly, emphasizing that the process has not changed for over 100 years. ""We need to preserve the tradition and heritage."" The ""thousand-layered""－it is a gross exaggeration of the actual 30-40 layers－handmade cotton shoes were a luxury only the rich and the powerful could afford in the past. A pair of shoes that requires at least 48 hours of human labor to be made, was obviously beyond the grasp of the common man. But machine-based manufacturing led to productivity boost, making many sought-after footwear brands affordable. This factor, coupled with Neiliansheng's fixation with black-and-white cotton shoes whose basic design hardly evolved for years, meant the brand was not among the fashion icons the younger generation of consumers craved. Cai, however, thinks Neiliansheng has a bright future ahead, given that many traditional brands have reinvented themselves to be perceived as hipster favorites in recent years. For instance, by co-designing with Japan's Mitsui & Co and Sweden's Happy Socks, Neiliangsheng has made its products more global, to be appealing for the young while preserving its core values and craftsmanship. And so, in August, the 165-year-old Neiliansheng opened a pop-up shop in Sanlitun, Beijing's key commercial zone, to present its new avatar. ""It's mostly the young people who buy our shoes now,"" said Cai while measuring the feet size of a 20-year-old female consumer at the shop. The woman said she is set to go abroad for a while, so has been shopping for clothes and footwear. To wear a pair of Neiliansheng shoes that are unlikely to be found elsewhere seemed a brilliant idea to her. As Cai demonstrated his shoemaking craft at the new store, passersby, suitably impressed, placed nearly 25 orders on two afternoons. ""Now we are also heading toward being more fashionable, in design and form,"" he said. ""We have co-designed products with intellectual property such as comics."" Cheng Xu, deputy general manager of the company, said he hoped such pop-up shops would dispel the stereotypes that people hold of traditional handcrafted brands. According to a report in China Business Herald, since 2010, the brand saw steady growth in sales, with its annual revenue staying above 100 million yuan ($14.58 million). To encourage time-honored brands such as Neiliansheng to reinvent themselves and withstand competition from modern, technologically superior manufacturers, a number of ministries, including the Ministry of Commerce, released a guideline last year to promote their crafts, products and technologies unique to China. The unique products, exquisite skills and service concepts have been passed down from generation to generation. They are the carriers of the craftsman spirit of China and are of huge significance to the economy, local brands and cultural values, the guideline stated. According to the Ministry of Commerce's research, 1,128 companies are regarded as traditional Chinese brands. Their average age is 140 years. ""At least 40 percent of the traditional brands are developing well. Half of them are maintaining a stable performance, while 10 percent are facing trouble,"" said Fang Aiqing, a former vice-minister. As per official data, 788 traditional brands surveyed by the ministry earned a total revenue of over 9 trillion yuan in 2017, up 6 percent year-on-year, while their collective profit grew by 20 percent to 765.8 billion yuan."
0,"Editor's notes: Beijing will become the first city to host both Summer and Winter Olympics. Beijing 2022 can set a new benchmark for a sustainable Olympic Games, on the one hand benefiting from the legacy of the Beijing 2008 Olympic Games and on the other developing a new winter sports destination in a sustainable way. Beijing 2022 will use 26 competition and non-competition venues in three zones: downtown Beijing, the northwestern Yanqing district and co-host Zhangjiakou in North China's Hebei province, connected by a new high-speed railway to be completed by the end of 2019. In the downtown zone, where all the ice-based sports will be held, 11 of 13 venues were used during the 2008 Summer Olympics. The Water Cube, or the National Aquatic Center, a key legacy of the Beijing 2008 Summer Olympics, will be turned into a competition arena for curling during the 2022 Games. The National Aquatics Center will be repurposed from Water Cube to Ice Cube with a transferable rink. Renovations are expected to start at the Water Cube by the end of this year. ""It will take us about one month to complete the water-to-ice transformation, which will involve more than 20 specific steps,"" said Yang Qiyong, general manager of the National Aquatics Center Co. After the Olympics, the curling tracks will be preserved as an Olympic legacy and open to the public.,Ice hockey will be held in a converted arena in Wukesong that was used for the basketball competition in 2008. As early as the initial construction of Wukesong Arena, ice hockey competition has been listed as one of the arena's future development directions. Ice pipes were embedded in the floor when the arena was constructed. During the basketball competition, the rink was covered by a thick ice carapace to insulate the cold and new flooring was installed for basketball. The transition work can be finished in 8 hours. The Wukesong Arena is not only used for basketball and ice hockey competition, but also as a stadium for concerts.,The National Stadium is known as the Bird's Nest and will host the opening and closing ceremonies of Beijing 2022. The reuse of ready-made facilities to optimize savings in venue operation is expected to significantly cut the cost for Beijing. ""There is absolutely no doubt about Beijing 2022 being cost-effective,"" said Christophe Dubi, the IOC's executive director for Olympic Games. According to Beijing's candidature file submitted to the IOC in 2015, the combined infrastructure and operational budgets for the 2022 Games total about $3.5 billion - significantly less than the cost of staging a Summer Olympics.,Sitting in the Olympic Forest Park next to the Beijing 2008 tennis facility, the National Speed Skating Oval, dubbed the ""Ice Ribbon"", began construction last April, with its main structure scheduled for completion this September, and is expected to be completed by the end of 2019. The oval will cover 80,000 square meters and hold a capacity of 12,000 people. The oval will stage speed skating races at Beijing 2022. Twenty-two separate light strands (or ribbons) flow up and around the oval, representing the speed and trail of this sport. At night, the facade will create an exciting spectacle, with each of the strands becoming dynamic ribbons of light, able to change to an endless array of lighting programs. Its 12,000-square-meter ice-covered areas will enable it to become the largest skating facility in Asia. The new speed skating oval will be able to serve amateur skaters in all seasons after 2022 with a 10,000-square-meter public rink, also a fitting addition to the architectural legacy of the Olympics.,Big air snowboarding a new event added to the Pyeongchang Winter Games, also will be included in the 2022 Games. A main structure of the big air facility in Beijing, standing 60 meters high and 160 meters long, will be built at the Shougang Industrial Park, which evolved from a former steel mill closed down in 2008 ahead of the Beijing Summer Olympics. Construction on the project will begin in the second half of this year. Against the backdrop of an industrial tower, Shijing Mountain and Yongding River, the big air snowboarding venue will become another Olympic landmark building in Beijing. After the Games, the facility can still be used for competitions and training. It can also serve to promote ice and snow sports open to the public, which reflect the concept of sustainability and injects vigor into the region's development."
1,"US home-sharing platform Airbnb has suspended a plan to provide lodging on the Badaling Great Wall in Beijing amid concerns that it could damage the ancient structure. The company said on Tuesday that it will not move forward with the original plan out of respect for public opinion, though the event－known as Night at the Great Wall－had been given a nod by relevant parties. The company said it does not want to distract from the goal of enhancing ""human connections"", but didn't say if the event will be held somewhere else nearby. But the cultural commission in Beijing's Yanqing district－which oversees the Badaling Great Wall－released a statement on Monday saying it was not aware of the event and no approval had been given. The commission said it does not support such activities as they don't help conserve cultural heritage. It cited several laws and rules on the protection of cultural relics. The event caused an uproar after Chinese netizens voiced concerns about potential damage to the ancient military fortification. The company first revealed the event on its website on Thursday. It offered overnight lodging in September for one Airbnb user and a companion in a ""room"" transformed from a torch tower on the Badaling Great Wall. The room would be equipped with a bathroom, the company said. The company has held similar activities in a number of countries, including on a reef in the Great Barrier Reef in Australia, and the Dracula Castle in Romania."
0,"Beijing prosecutors are working with the municipal government and education institutes to set up a system to better protect children against abuse.  The city's procuratorate signed a framework agreement on Wednesday with several departments and agencies, including those responsible for schools, civil affairs and social security, to create a network to identify minors at risk.  ""The system will help us spot clues as well as send advice on juvenile protection to schools and administrations,"" said Zhen Zhen, the deputy chief procurator. ""We also hope departments will provide feedback and share information about juvenile cases through the system.""  She added that the system will also be used to increase children's awareness of how to protect themselves.  News of the system came as the Beijing People's Procuratorate reported that courts citywide had handled 1,108 criminal cases that involved children age 17 or under between 2014 and 2016. The children had been injured or sexually assaulted by an adult.  ""Cases in which adults harmed a juvenile have risen rapidly in the past three years,"" said Yue Huiqing, director of the procuratorate's juvenile crime department, which handles crimes committed by or against juveniles.  Abuse of a child accounts for about the two-thirds of the department's cases, ""and the number is going up, with most offenses being sexual assaults"", she said.  Some 1,255 offenders received ""strict punishments"" over the three years, Yue said. However, she added: ""Child victims have little awareness of self-protection and are sometimes afraid to tell their parents after they are assaulted, which makes it difficult for us to investigate and collect evidence.""  She said many sexual assaults of children were perpetrated by someone familiar to the victim, and that the age of minor victims is becoming younger.  In May last year, a 63-year-old man surnamed Li, who was responsible for facility management in a community, was sentenced to one year in jail for sexual assault by Beijing No 2 Intermediate People's Court.  Li found that the parents of a 5-year-old girl had gone to work and left her alone playing in the community. So he took her to his rental house and sexually assaulted her, the court said.  In another case, a man surnamed Wu, a native of Hebei province, forced his niece, who was less than 12 years old, to have sex with him when he lived in her home in 2014, according to a statement from Beijing Miyun District People's Court.  Wu was sentenced in March 2015 to five years and six months in prison for rape."
